ID_Transaksi,Tanggal_Transaksi,Nama_Produk,Kategori_Produk,Nama_Pelanggan,Kota,Channel_Penjualan,Jumlah_Beli,Harga_Satuan,Diskon_Persen,Kode_Status_Pengiriman
TRX205,2024-11-16 12:45:00,Apple Watch Series 9,Aksesoris,Siti Lestari ,Bandung,Mobile App,1,7500000,5,DLV-02
TRX206,2024-11-16 17:30:00,MacBook Air M2,Laptop,Budi Santoso,Jakarta,Website,1,23000000,10,DLV-02
TRX207,2024-11-17 22:00:00,JBL Charge 5,Audio,Agus Wijaya,Jakarta,In-Store,1,2500000,0,DLV-02
TRX208,2024-11-17 14:30:00,Samsung Odyssey G9,Monitor,Dewi Puspita,Surabaya,Mobile App,1,28000000,10,SHP-01
TRX209,2024-11-17 11:30:00,Logitech MX Master 3S,Aksesoris, Eko Prasetyo ,Yogyakarta,Website,1,1800000,5,DLV-02
TRX210,2024-11-18 19:00:00,Google Pixel 8,Smartphone,Fitri Handayani,Bandung,Mobile App,1,15000000,5,DLV-02
TRX211,2024-11-18 13:30:00,AirPods Pro 2,Audio,Gilang Ramadhan,Surabaya,In-Store,2,4000000,0,DLV-02
TRX212,2024-11-18 16:30:00,ASUS ROG Zephyrus G14,Laptop,Hana Yuliana,Jakarta,Website,1,29500000,10,DLV-02
TRX213,2024-11-19 18:50:00,Anker PowerCore 10000,Aksesoris,Indra Maulana,Medan,Mobile App,1,500000,5,DLV-02
TRX214,2024-11-19 21:15:00,LG UltraGear 27,Monitor,Joko Susilo,Jakarta,Website,1,9500000,5,DLV-02
TRX215,2024-11-19 15:00:00,Xiaomi 14,Smartphone,Kartika Sari,Semarang,In-Store,1,12000000,0,DLV-02
TRX216,2024-11-20 12:20:00,Lenovo ThinkPad X1 Carbon,Laptop,Lina Marlina,Surabaya,Mobile App,1,35000000,10,SHP-01
TRX217,2024-11-20 09:45:00,Bose QuietComfort Ultra,Audio,Mega Wati,Jakarta,Website,1,6200000,5,DLV-02
TRX218,2024-11-20 11:00:00,HP Spectre x360,Laptop,Nanda Putra,Bandung,Mobile App,1,26000000,5,CNL-04
TRX219,2024-11-21 17:30:00,Samsung Galaxy Watch 6,Aksesoris,Putri Amelia,Jakarta,In-Store,1,5000000,0,DLV-02
TRX220,2024-11-21 20:10:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,10,SHP-01
TRX221,2024-12-01 10:00:00,iPhone 15,Smartphone,Siti Lestari ,Bandung,Website,1,21000000,20,DLV-02
TRX222,2024-12-01 16:30:00,Samsung Galaxy S24,Smartphone,Budi Santoso,Jakarta,Mobile App,1,18500000,20,DLV-02
TRX223,2024-12-01 21:00:00,Sony WH-1000XM5,Audio,Agus Wijaya,Jakarta,In-Store,1,5500000,0,DLV-02
TRX224,2024-12-02 10:30:00,Dell XPS 15,Laptop,Dewi Puspita,Surabaya,Website,1,32000000,25,SHP-01
TRX225,2024-12-02 13:15:00,Apple Watch Series 9,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,7500000,15,DLV-02
TRX226,2024-12-02 18:00:00,MacBook Air M2,Laptop,Fitri Handayani,Bandung,Website,1,23000000,20,DLV-02
TRX227,2024-12-03 22:30:00,JBL Charge 5,Audio,Gilang Ramadhan,Surabaya,In-Store,1,2500000,0,DLV-02
TRX228,2024-12-03 15:00:00,Samsung Odyssey G9,Monitor,Hana Yuliana,Jakarta,Mobile App,1,28000000,25,SHP-01
TRX229,2024-12-03 12:00:00,Logitech MX Master 3S,Aksesoris,Indra Maulana,Medan,Website,1,1800000,15,DLV-02
TRX230,2024-12-04 19:30:00,Google Pixel 8,Smartphone,Joko Susilo,Jakarta,Mobile App,1,15000000,20,RTN-03
TRX231,2024-12-04 14:00:00,AirPods Pro 2,Audio,Kartika Sari,Semarang,In-Store,1,4000000,0,DLV-02
TRX232,2024-12-04 17:00:00,ASUS ROG Zephyrus G14,Laptop,Lina Marlina,Surabaya,Website,1,29500000,25,DLV-02
TRX233,2024-12-05 19:20:00,Anker PowerCore 10000,Aksesoris,Mega Wati,Jakarta,Mobile App,1,500000,15,DLV-02
TRX234,2024-12-05 21:45:00,LG UltraGear 27,Monitor,Nanda Putra,Bandung,Website,1,9500000,20,DLV-02
TRX235,2024-12-05 15:30:00,Xiaomi 14,Smartphone,Putri Amelia,Jakarta,In-Store,1,12000000,0,DLV-02
TRX236,2024-12-06 12:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Siti Lestari ,Bandung,Mobile App,1,35000000,25,SHP-01
TRX237,2024-12-06 10:15:00,Bose QuietComfort Ultra,Audio,Budi Santoso,Jakarta,Website,1,6200000,15,DLV-02
TRX238,2024-12-06 11:30:00,HP Spectre x360,Laptop,Agus Wijaya,Jakarta,Mobile App,1,26000000,20,DLV-02
TRX239,2024-12-07 18:00:00,Samsung Galaxy Watch 6,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,5000000,0,DLV-02
TRX240,2024-12-07 20:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,25,SHP-01
TRX241,2024-01-10 09:30:00,Sony WH-1000XM5,Audio,Siti Lestari ,Bandung,Mobile App,1,5500000,5,DLV-02
TRX242,2024-01-11 11:00:00,Dell XPS 15,Laptop,Indra Maulana,Medan,Website,1,32000000,15,SHP-01
TRX243,2024-01-12 14:00:00,Apple Watch Series 9,Aksesoris,Joko Susilo,Jakarta,In-Store,1,7500000,0,DLV-02
TRX244,2024-01-13 16:45:00,MacBook Air M2,Laptop,Kartika Sari,Semarang,Mobile App,1,23000000,10,DLV-02
TRX245,2024-01-14 18:20:00,JBL Charge 5,Audio,Lina Marlina,Surabaya,Website,1,2500000,5,DLV-02
TRX246,2024-02-15 10:15:00,Samsung Odyssey G9,Monitor,Mega Wati,Jakarta,In-Store,1,28000000,0,DLV-02
TRX247,2024-02-16 13:00:00,Logitech MX Master 3S,Aksesoris,Nanda Putra,Bandung,Mobile App,2,1800000,5,CNL-04
TRX248,2024-02-17 15:45:00,Google Pixel 8,Smartphone,Putri Amelia,Jakarta,Website,1,15000000,10,DLV-02
TRX249,2024-02-18 17:30:00,AirPods Pro 2,Audio,Siti Lestari ,Bandung,In-Store,1,4000000,0,DLV-02
TRX250,2024-02-19 19:00:00,ASUS ROG Zephyrus G14,Laptop,Budi Santoso,Jakarta,Mobile App,1,29500000,15,RTN-03
TRX251,2024-03-20 08:50:00,Anker PowerCore 10000,Aksesoris,Agus Wijaya,Jakarta,Website,1,500000,5,DLV-02
TRX252,2024-03-21 11:20:00,LG UltraGear 27,Monitor,Dewi Puspita,Surabaya,In-Store,1,9500000,0,DLV-02
TRX253,2024-03-22 14:10:00,Xiaomi 14,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,12000000,5,DLV-02
TRX254,2024-03-23 16:55:00,Lenovo ThinkPad X1 Carbon,Laptop,Fitri Handayani,Bandung,Website,1,35000000,15,SHP-01
TRX255,2024-03-24 18:40:00,Bose QuietComfort Ultra,Audio,Gilang Ramadhan,Surabaya,In-Store,1,6200000,0,DLV-02
TRX256,2024-04-25 09:00:00,HP Spectre x360,Laptop,Hana Yuliana,Jakarta,Mobile App,1,26000000,10,DLV-02
TRX257,2024-04-26 11:30:00,Samsung Galaxy Watch 6,Aksesoris,Indra Maulana,Medan,Website,1,5000000,5,DLV-02
TRX258,2024-04-27 14:20:00,Razer Blade 15,Laptop,Joko Susilo,Jakarta,In-Store,1,42000000,0,SHP-01
TRX259,2024-04-28 17:00:00,iPhone 15,Smartphone,Kartika Sari,Semarang,Mobile App,1,21000000,10,DLV-02
TRX260,2024-04-29 19:45:00,Samsung Galaxy S24,Smartphone,Lina Marlina,Surabaya,Website,1,18500000,10,DLV-02
TRX261,2024-05-30 08:20:00,Sony WH-1000XM5,Audio,Mega Wati,Jakarta,In-Store,1,5500000,0,DLV-02
TRX262,2024-05-31 10:50:00,Dell XPS 15,Laptop,Nanda Putra,Bandung,Mobile App,1,32000000,15,SHP-01
TRX263,2024-06-01 13:40:00,Apple Watch Series 9,Aksesoris,Putri Amelia,Jakarta,Website,1,7500000,5,DLV-02
TRX264,2024-06-02 16:25:00,MacBook Air M2,Laptop,Siti Lestari ,Bandung,In-Store,1,23000000,0,DLV-02
TRX265,2024-06-03 18:10:00,JBL Charge 5,Audio,Budi Santoso,Jakarta,Mobile App,2,2500000,5,DLV-02
TRX266,2024-07-04 09:45:00,Samsung Odyssey G9,Monitor,Agus Wijaya,Jakarta,Website,1,28000000,15,SHP-01
TRX267,2024-07-05 12:15:00,Logitech MX Master 3S,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,1800000,0,DLV-02
TRX268,2024-07-06 15:00:00,Google Pixel 8,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,15000000,10,DLV-02
TRX269,2024-07-07 17:45:00,AirPods Pro 2,Audio,Fitri Handayani,Bandung,Website,1,4000000,5,RTN-03
TRX270,2024-07-08 19:30:00,ASUS ROG Zephyrus G14,Laptop,Gilang Ramadhan,Surabaya,In-Store,1,29500000,0,CNL-04
TRX271,2024-08-09 08:00:00,Anker PowerCore 10000,Aksesoris,Hana Yuliana,Jakarta,Mobile App,1,500000,5,DLV-02
TRX272,2024-08-10 10:30:00,LG UltraGear 27,Monitor,Indra Maulana,Medan,Website,1,9500000,10,DLV-02
TRX273,2024-08-11 13:20:00,Xiaomi 14,Smartphone,Joko Susilo,Jakarta,In-Store,1,12000000,0,DLV-02
TRX274,2024-08-12 16:00:00,Lenovo ThinkPad X1 Carbon,Laptop,Kartika Sari,Semarang,Mobile App,1,35000000,15,SHP-01
TRX275,2024-08-13 18:45:00,Bose QuietComfort Ultra,Audio,Lina Marlina,Surabaya,Website,1,6200000,5,DLV-02
TRX276,2024-09-14 09:10:00,HP Spectre x360,Laptop,Mega Wati,Jakarta,In-Store,1,26000000,0,DLV-02
TRX277,2024-09-15 11:40:00,Samsung Galaxy Watch 6,Aksesoris,Nanda Putra,Bandung,Mobile App,1,5000000,5,DLV-02
TRX278,2024-09-16 14:30:00,Razer Blade 15,Laptop,Putri Amelia,Jakarta,Website,1,42000000,15,SHP-01
TRX279,2024-09-17 17:15:00,iPhone 15,Smartphone,Siti Lestari ,Bandung,In-Store,1,21000000,0,DLV-02
TRX280,2024-09-18 19:00:00,Samsung Galaxy S24,Smartphone,Budi Santoso,Jakarta,Mobile App,1,18500000,10,DLV-02
TRX281,2024-10-19 08:40:00,Sony WH-1000XM5,Audio,Agus Wijaya,Jakarta,Website,1,5500000,5,DLV-02
TRX282,2024-10-20 11:10:00,Dell XPS 15,Laptop,Dewi Puspita,Surabaya,In-Store,1,32000000,0,SHP-01
TRX283,2024-10-21 13:55:00,Apple Watch Series 9,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,7500000,5,DLV-02
TRX284,2024-10-22 16:40:00,MacBook Air M2,Laptop,Fitri Handayani,Bandung,Website,1,23000000,10,DLV-02
TRX285,2024-10-23 18:25:00,JBL Charge 5,Audio,Gilang Ramadhan,Surabaya,In-Store,1,2500000,0,DLV-02
TRX286,2024-11-24 09:00:00,Samsung Odyssey G9,Monitor,Hana Yuliana,Jakarta,Mobile App,1,28000000,15,SHP-01
TRX287,2024-11-25 11:25:00,Logitech MX Master 3S,Aksesoris,Indra Maulana,Medan,Website,1,1800000,5,DLV-02
TRX288,2024-11-26 14:15:00,Google Pixel 8,Smartphone,Joko Susilo,Jakarta,In-Store,1,15000000,0,DLV-02
TRX289,2024-11-27 16:50:00,AirPods Pro 2,Audio,Kartika Sari,Semarang,Mobile App,1,4000000,5,RTN-03
TRX290,2024-11-28 18:35:00,ASUS ROG Zephyrus G14,Laptop,Lina Marlina,Surabaya,Website,1,29500000,15,CNL-04
TRX291,2024-12-29 08:15:00,Anker PowerCore 10000,Aksesoris,Mega Wati,Jakarta,In-Store,3,500000,0,DLV-02
TRX292,2024-12-30 10:45:00,LG UltraGear 27,Monitor,Nanda Putra,Bandung,Mobile App,1,9500000,10,DLV-02
TRX293,2024-12-31 13:30:00,Xiaomi 14,Smartphone,Putri Amelia,Jakarta,Website,1,12000000,5,DLV-02
TRX294,2024-01-15 16:15:00,Lenovo ThinkPad X1 Carbon,Laptop,Siti Lestari ,Bandung,In-Store,1,35000000,0,SHP-01
TRX295,2024-01-16 18:00:00,Bose QuietComfort Ultra,Audio,Budi Santoso,Jakarta,Mobile App,1,6200000,5,DLV-02
TRX296,2024-02-17 09:25:00,HP Spectre x360,Laptop,Agus Wijaya,Jakarta,Website,1,26000000,10,DLV-02
TRX297,2024-02-18 12:00:00,Samsung Galaxy Watch 6,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,5000000,0,DLV-02
TRX298,2024-02-19 14:45:00,Razer Blade 15,Laptop, Eko Prasetyo ,Yogyakarta,Mobile App,1,42000000,15,SHP-01
TRX299,2024-02-20 17:30:00,iPhone 15,Smartphone,Fitri Handayani,Bandung,Website,1,21000000,10,DLV-02
TRX300,2024-02-21 19:15:00,Samsung Galaxy S24,Smartphone,Gilang Ramadhan,Surabaya,In-Store,1,18500000,0,DLV-02
TRX301,2024-03-22 08:00:00,Sony WH-1000XM5,Audio,Hana Yuliana,Jakarta,Mobile App,1,5500000,5,DLV-02
TRX302,2024-03-23 10:25:00,Dell XPS 15,Laptop,Indra Maulana,Medan,Website,1,32000000,15,SHP-01
TRX303,2024-03-24 13:10:00,Apple Watch Series 9,Aksesoris,Joko Susilo,Jakarta,In-Store,1,7500000,0,DLV-02
TRX304,2024-03-25 15:55:00,MacBook Air M2,Laptop,Kartika Sari,Semarang,Mobile App,1,23000000,10,DLV-02
TRX305,2024-03-26 17:40:00,JBL Charge 5,Audio,Lina Marlina,Surabaya,Website,1,2500000,5,DLV-02
TRX306,2024-04-27 09:15:00,Samsung Odyssey G9,Monitor,Mega Wati,Jakarta,In-Store,1,28000000,0,SHP-01
TRX307,2024-04-28 11:50:00,Logitech MX Master 3S,Aksesoris,Nanda Putra,Bandung,Mobile App,1,1800000,5,DLV-02
TRX308,2024-04-29 14:35:00,Google Pixel 8,Smartphone,Putri Amelia,Jakarta,Website,1,15000000,10,RTN-03
TRX309,2024-04-30 17:20:00,AirPods Pro 2,Audio,Siti Lestari ,Bandung,In-Store,1,4000000,0,DLV-02
TRX310,2024-05-01 19:05:00,ASUS ROG Zephyrus G14,Laptop,Budi Santoso,Jakarta,Mobile App,1,29500000,15,DLV-02
TRX311,2024-06-02 08:35:00,Anker PowerCore 10000,Aksesoris,Agus Wijaya,Jakarta,Website,1,500000,5,DLV-02
TRX312,2024-06-03 11:05:00,LG UltraGear 27,Monitor,Dewi Puspita,Surabaya,In-Store,1,9500000,0,DLV-02
TRX313,2024-06-04 13:50:00,Xiaomi 14,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,12000000,5,DLV-02
TRX314,2024-06-05 16:35:00,Lenovo ThinkPad X1 Carbon,Laptop,Fitri Handayani,Bandung,Website,1,35000000,15,SHP-01
TRX315,2024-06-06 18:20:00,Bose QuietComfort Ultra,Audio,Gilang Ramadhan,Surabaya,In-Store,1,6200000,0,DLV-02
TRX316,2024-07-07 09:50:00,HP Spectre x360,Laptop,Hana Yuliana,Jakarta,Mobile App,1,26000000,10,CNL-04
TRX317,2024-07-08 12:20:00,Samsung Galaxy Watch 6,Aksesoris,Indra Maulana,Medan,Website,1,5000000,5,DLV-02
TRX318,2024-07-09 15:10:00,Razer Blade 15,Laptop,Joko Susilo,Jakarta,In-Store,1,42000000,0,SHP-01
TRX319,2024-07-10 17:55:00,iPhone 15,Smartphone,Kartika Sari,Semarang,Mobile App,1,21000000,10,DLV-02
TRX320,2024-07-11 19:40:00,Samsung Galaxy S24,Smartphone,Lina Marlina,Surabaya,Website,1,18500000,10,DLV-02
TRX321,2024-08-12 08:10:00,Sony WH-1000XM5,Audio,Mega Wati,Jakarta,In-Store,1,5500000,0,DLV-02
TRX322,2024-08-13 10:40:00,Dell XPS 15,Laptop,Nanda Putra,Bandung,Mobile App,1,32000000,15,SHP-01
TRX323,2024-08-14 13:25:00,Apple Watch Series 9,Aksesoris,Putri Amelia,Jakarta,Website,1,7500000,5,DLV-02
TRX324,2024-08-15 16:10:00,MacBook Air M2,Laptop,Siti Lestari ,Bandung,In-Store,1,23000000,0,DLV-02
TRX325,2024-08-16 18:00:00,JBL Charge 5,Audio,Budi Santoso,Jakarta,Mobile App,1,2500000,5,DLV-02
TRX326,2024-09-17 09:35:00,Samsung Odyssey G9,Monitor,Agus Wijaya,Jakarta,Website,1,28000000,15,SHP-01
TRX327,2024-09-18 12:05:00,Logitech MX Master 3S,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,1800000,0,DLV-02
TRX328,2024-09-19 14:50:00,Google Pixel 8,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,15000000,10,DLV-02
TRX329,2024-09-20 17:35:00,AirPods Pro 2,Audio,Fitri Handayani,Bandung,Website,1,4000000,5,DLV-02
TRX330,2024-09-21 19:20:00,ASUS ROG Zephyrus G14,Laptop,Gilang Ramadhan,Surabaya,In-Store,1,29500000,0,DLV-02
TRX331,2024-10-22 08:55:00,Anker PowerCore 10000,Aksesoris,Hana Yuliana,Jakarta,Mobile App,1,500000,5,RTN-03
TRX332,2024-10-23 11:25:00,LG UltraGear 27,Monitor,Indra Maulana,Medan,Website,1,9500000,10,DLV-02
TRX333,2024-10-24 14:15:00,Xiaomi 14,Smartphone,Joko Susilo,Jakarta,In-Store,1,12000000,0,DLV-02
TRX334,2024-10-25 16:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Kartika Sari,Semarang,Mobile App,1,35000000,15,SHP-01
TRX335,2024-10-26 18:35:00,Bose QuietComfort Ultra,Audio,Lina Marlina,Surabaya,Website,1,6200000,5,DLV-02
TRX336,2024-11-27 09:05:00,HP Spectre x360,Laptop,Mega Wati,Jakarta,In-Store,1,26000000,0,DLV-02
TRX337,2024-11-28 11:35:00,Samsung Galaxy Watch 6,Aksesoris,Nanda Putra,Bandung,Mobile App,1,5000000,5,DLV-02
TRX338,2024-11-29 14:25:00,Razer Blade 15,Laptop,Putri Amelia,Jakarta,Website,1,42000000,15,SHP-01
TRX339,2024-11-30 17:10:00,iPhone 15,Smartphone,Siti Lestari ,Bandung,In-Store,1,21000000,0,DLV-02
TRX340,2024-12-01 19:00:00,Samsung Galaxy S24,Smartphone,Budi Santoso,Jakarta,Mobile App,1,18500000,10,DLV-02
TRX341,2024-01-20 08:20:00,Sony WH-1000XM5,Audio,Agus Wijaya,Jakarta,Website,1,5500000,5,DLV-02
TRX342,2024-01-21 10:55:00,Dell XPS 15,Laptop,Dewi Puspita,Surabaya,In-Store,1,32000000,0,SHP-01
TRX343,2024-01-22 13:45:00,Apple Watch Series 9,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,7500000,5,DLV-02
TRX344,2024-01-23 16:30:00,MacBook Air M2,Laptop,Fitri Handayani,Bandung,Website,1,23000000,10,CNL-04
TRX345,2024-01-24 18:15:00,JBL Charge 5,Audio,Gilang Ramadhan,Surabaya,In-Store,1,2500000,0,DLV-02
TRX346,2024-02-25 09:40:00,Samsung Odyssey G9,Monitor,Hana Yuliana,Jakarta,Mobile App,1,28000000,15,SHP-01
TRX347,2024-02-26 12:10:00,Logitech MX Master 3S,Aksesoris,Indra Maulana,Medan,Website,1,1800000,5,DLV-02
TRX348,2024-02-27 15:00:00,Google Pixel 8,Smartphone,Joko Susilo,Jakarta,In-Store,1,15000000,0,DLV-02
TRX349,2024-02-28 17:45:00,AirPods Pro 2,Audio,Kartika Sari,Semarang,Mobile App,1,4000000,5,DLV-02
TRX350,2024-02-29 19:30:00,ASUS ROG Zephyrus G14,Laptop,Lina Marlina,Surabaya,Website,1,29500000,15,DLV-02
TRX351,2024-03-01 08:05:00,Anker PowerCore 10000,Aksesoris,Mega Wati,Jakarta,In-Store,1,500000,0,RTN-03
TRX352,2024-03-02 10:35:00,LG UltraGear 27,Monitor,Nanda Putra,Bandung,Mobile App,1,9500000,10,DLV-02
TRX353,2024-03-03 13:20:00,Xiaomi 14,Smartphone,Putri Amelia,Jakarta,Website,1,12000000,5,DLV-02
TRX354,2024-03-04 16:05:00,Lenovo ThinkPad X1 Carbon,Laptop,Siti Lestari ,Bandung,In-Store,1,35000000,0,SHP-01
TRX355,2024-03-05 17:50:00,Bose QuietComfort Ultra,Audio,Budi Santoso,Jakarta,Mobile App,1,6200000,5,DLV-02
TRX356,2024-04-06 09:20:00,HP Spectre x360,Laptop,Agus Wijaya,Jakarta,Website,1,26000000,10,DLV-02
TRX357,2024-04-07 11:55:00,Samsung Galaxy Watch 6,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,5000000,0,DLV-02
TRX358,2024-04-08 14:40:00,Razer Blade 15,Laptop, Eko Prasetyo ,Yogyakarta,Mobile App,1,42000000,15,SHP-01
TRX359,2024-04-09 17:25:00,iPhone 15,Smartphone,Fitri Handayani,Bandung,Website,1,21000000,10,DLV-02
TRX360,2024-04-10 19:10:00,Samsung Galaxy S24,Smartphone,Gilang Ramadhan,Surabaya,In-Store,1,18500000,0,DLV-02
TRX361,2024-05-11 08:45:00,Sony WH-1000XM5,Audio,Hana Yuliana,Jakarta,Mobile App,1,5500000,5,DLV-02
TRX362,2024-05-12 11:15:00,Dell XPS 15,Laptop,Indra Maulana,Medan,Website,1,32000000,15,SHP-01
TRX363,2024-05-13 14:00:00,Apple Watch Series 9,Aksesoris,Joko Susilo,Jakarta,In-Store,1,7500000,0,DLV-02
TRX364,2024-05-14 16:45:00,MacBook Air M2,Laptop,Kartika Sari,Semarang,Mobile App,1,23000000,10,DLV-02
TRX365,2024-05-15 18:30:00,JBL Charge 5,Audio,Lina Marlina,Surabaya,Website,1,2500000,5,DLV-02
TRX366,2024-06-16 09:05:00,Samsung Odyssey G9,Monitor,Mega Wati,Jakarta,In-Store,1,28000000,0,SHP-01
TRX367,2024-06-17 11:40:00,Logitech MX Master 3S,Aksesoris,Nanda Putra,Bandung,Mobile App,1,1800000,5,DLV-02
TRX368,2024-06-18 14:25:00,Google Pixel 8,Smartphone,Putri Amelia,Jakarta,Website,1,15000000,10,DLV-02
TRX369,2024-06-19 17:10:00,AirPods Pro 2,Audio,Siti Lestari ,Bandung,In-Store,1,4000000,0,DLV-02
TRX370,2024-06-20 18:55:00,ASUS ROG Zephyrus G14,Laptop,Budi Santoso,Jakarta,Mobile App,1,29500000,15,DLV-02
TRX371,2024-07-21 08:25:00,Anker PowerCore 10000,Aksesoris,Agus Wijaya,Jakarta,Website,1,500000,5,DLV-02
TRX372,2024-07-22 10:55:00,LG UltraGear 27,Monitor,Dewi Puspita,Surabaya,In-Store,1,9500000,0,CNL-04
TRX373,2024-07-23 13:40:00,Xiaomi 14,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,12000000,5,DLV-02
TRX374,2024-07-24 16:25:00,Lenovo ThinkPad X1 Carbon,Laptop,Fitri Handayani,Bandung,Website,1,35000000,15,SHP-01
TRX375,2024-07-25 18:10:00,Bose QuietComfort Ultra,Audio,Gilang Ramadhan,Surabaya,In-Store,1,6200000,0,DLV-02
TRX376,2024-08-26 09:45:00,HP Spectre x360,Laptop,Hana Yuliana,Jakarta,Mobile App,1,26000000,10,DLV-02
TRX377,2024-08-27 12:15:00,Samsung Galaxy Watch 6,Aksesoris,Indra Maulana,Medan,Website,1,5000000,5,RTN-03
TRX378,2024-08-28 15:05:00,Razer Blade 15,Laptop,Joko Susilo,Jakarta,In-Store,1,42000000,0,SHP-01
TRX379,2024-08-29 17:50:00,iPhone 15,Smartphone,Kartika Sari,Semarang,Mobile App,1,21000000,10,DLV-02
TRX380,2024-08-30 19:35:00,Samsung Galaxy S24,Smartphone,Lina Marlina,Surabaya,Website,1,18500000,10,DLV-02
TRX381,2024-09-01 08:15:00,Sony WH-1000XM5,Audio,Mega Wati,Jakarta,In-Store,1,5500000,0,DLV-02
TRX382,2024-09-02 10:45:00,Dell XPS 15,Laptop,Nanda Putra,Bandung,Mobile App,1,32000000,15,SHP-01
TRX383,2024-09-03 13:30:00,Apple Watch Series 9,Aksesoris,Putri Amelia,Jakarta,Website,1,7500000,5,DLV-02
TRX384,2024-09-04 16:15:00,MacBook Air M2,Laptop,Siti Lestari ,Bandung,In-Store,1,23000000,0,DLV-02
TRX385,2024-09-05 18:05:00,JBL Charge 5,Audio,Budi Santoso,Jakarta,Mobile App,1,2500000,5,DLV-02
TRX386,2024-10-06 09:30:00,Samsung Odyssey G9,Monitor,Agus Wijaya,Jakarta,Website,1,28000000,15,SHP-01
TRX387,2024-10-07 12:00:00,Logitech MX Master 3S,Aksesoris,Dewi Puspita,Surabaya,In-Store,1,1800000,0,DLV-02
TRX388,2024-10-08 14:45:00,Google Pixel 8,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,15000000,10,DLV-02
TRX389,2024-10-09 17:30:00,AirPods Pro 2,Audio,Fitri Handayani,Bandung,Website,1,4000000,5,DLV-02
TRX390,2024-10-10 19:15:00,ASUS ROG Zephyrus G14,Laptop,Gilang Ramadhan,Surabaya,In-Store,1,29500000,0,DLV-02
TRX391,2024-11-11 08:50:00,Anker PowerCore 10000,Aksesoris,Hana Yuliana,Jakarta,Mobile App,2,500000,5,DLV-02
TRX392,2024-11-12 11:20:00,LG UltraGear 27,Monitor,Indra Maulana,Medan,Website,1,9500000,10,DLV-02
TRX393,2024-11-13 14:05:00,Xiaomi 14,Smartphone,Joko Susilo,Jakarta,In-Store,1,12000000,0,DLV-02
TRX394,2024-11-14 16:40:00,Lenovo ThinkPad X1 Carbon,Laptop,Kartika Sari,Semarang,Mobile App,1,35000000,15,SHP-01
TRX395,2024-11-15 18:25:00,Bose QuietComfort Ultra,Audio,Lina Marlina,Surabaya,Website,1,6200000,5,DLV-02
TRX396,2024-12-16 09:55:00,HP Spectre x360,Laptop,Mega Wati,Jakarta,In-Store,1,26000000,0,DLV-02
TRX397,2024-12-17 12:25:00,Samsung Galaxy Watch 6,Aksesoris,Nanda Putra,Bandung,Mobile App,1,5000000,5,RTN-03
TRX398,2024-12-18 15:15:00,Razer Blade 15,Laptop,Putri Amelia,Jakarta,Website,1,42000000,15,SHP-01
TRX399,2024-12-19 17:00:00,iPhone 15,Smartphone,Siti Lestari ,Bandung,In-Store,1,21000000,0,DLV-02
TRX400,2024-12-20 18:45:00,Samsung Galaxy S24,Smartphone,Budi Santoso,Jakarta,Mobile App,1,18500000,10,DLV-02
TRX401,2024-01-25 08:30:15,iPhone 15,Smartphone, Budi Santoso,Jakarta,Website,1,21000000,10,DLV-02
TRX402,2024-01-25 14:22:30,Samsung Galaxy S24,Smartphone,Siti Lestari ,Bandung,Mobile App,1,18500000,10,DLV-02
TRX403,2024-01-25 19:45:10,Sony WH-1000XM5,Audio,Agus Wijaya,Jakarta,In-Store,2,5500000,0,DLV-02
TRX404,2024-01-26 09:10:05,Dell XPS 15,Laptop,Dewi Puspita,Surabaya,Website,1,32000000,15,SHP-01
TRX405,2024-01-26 11:55:45,Apple Watch Series 9,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,7500000,5,DLV-02
TRX406,2024-01-26 16:20:00,MacBook Air M2,Laptop,Budi Santoso,Jakarta,Website,1,23000000,10,DLV-02
TRX407,2024-01-27 21:05:30,JBL Charge 5,Audio,Fitri Handayani,Bandung,In-Store,1,2500000,0,DLV-02
TRX408,2024-01-27 13:15:20,Samsung Odyssey G9,Monitor,Gilang Ramadhan,Surabaya,Mobile App,1,28000000,15,SHP-01
TRX409,2024-01-27 10:40:10,Logitech MX Master 3S,Aksesoris,Hana Yuliana,Jakarta,Website,1,1800000,5,RTN-03
